order_id,customer_id,customer_name,customer_city,order_date,order_timestamp,product_id,product_name,brand,category,unit_price,quantity,subtotal,discount_pct,discount_amount,total_amount,payment_method,region,order_status,product_rating
b32de9e6-5a29-4199-8315-49ed978f4b81,CUST-0028,Lily Lee,Phoenix,2026-03-25,2026-03-25T10:50:25.269604+00:00,12,Annibale Colombo Sofa,Annibale Colombo,furniture,2236.18,2,4472.36,0,0.0,4472.36,buy_now_pay_later,ap-northeast-1,completed,3.92
ab0df666-27b9-4069-bb6d-7692d5b7c9b9,CUST-0009,Ethan Martinez,San Antonio,2026-03-25,2026-03-25T10:55:23.269604+00:00,27,Honey Jar,Unknown,groceries,7.31,3,21.93,15,3.29,18.64,paypal,us-west-2,completed,3.97
6e25dd6a-0d39-4ffc-8963-40516c28ec48,CUST-0004,James Davis,Seattle,2026-03-25,2026-03-25T11:32:52.269604+00:00,40,Strawberry,Unknown,groceries,4.16,4,16.64,25,4.16,12.48,credit_card,us-east-1,completed,3.08
7a15c302-3e93-4802-b04c-c7e2c18a1ed1,CUST-0006,Olivia Wilson,Fort Worth,2026-03-25,2026-03-25T11:41:00.269604+00:00,37,Red Onions,Unknown,groceries,2.13,1,2.13,0,0.0,2.13,buy_now_pay_later,eu-west-1,completed,4.2
f2879cdb-5e5c-49cd-9e98-cca0f26bfbdc,CUST-0018,Logan Torres,Columbus,2026-03-25,2026-03-25T12:06:09.269604+00:00,35,Potatoes,Unknown,groceries,2.29,4,9.16,25,2.29,6.87,paypal,ap-northeast-1,completed,4.81
8dba4b1c-fd1d-4ce6-b2e5-6b389ed6a7c8,CUST-0023,Chloe Morales,Dallas,2026-03-25,2026-03-25T12:16:36.269604+00:00,47,Table Lamp,Unknown,home-decoration,42.82,2,85.64,0,0.0,85.64,gift_card,eu-west-1,completed,3.55
973eff28-f367-4e1f-9fa5-c44ab31d8fb3,CUST-0001,Emily Johnson,Phoenix,2026-03-25,2026-03-25T12:22:55.269604+00:00,28,Ice Cream,Unknown,groceries,5.71,1,5.71,5,0.29,5.42,buy_now_pay_later,us-west-2,completed,3.39
4763255b-993b-4bce-a00f-5c9026b239d7,CUST-0016,Avery Perez,Columbus,2026-03-25,2026-03-25T12:27:05.269604+00:00,37,Red Onions,Unknown,groceries,1.78,4,7.12,5,0.36,6.76,credit_card,us-east-1,completed,4.2
fb525240-690a-43fe-8b04-1cd3851dd28f,CUST-0016,Avery Perez,Columbus,2026-03-25,2026-03-25T12:45:50.269604+00:00,44,Family Tree Photo Frame,Unknown,home-decoration,29.27,1,29.27,0,0.0,29.27,buy_now_pay_later,ap-northeast-1,completed,4.53
7eeecc87-dbda-4c3c-a271-f0c2426b9463,CUST-0024,Mateo Nguyen,Columbus,2026-03-25,2026-03-25T12:49:36.269604+00:00,3,Powder Canister,Velvet Touch,beauty,16.69,1,16.69,10,1.67,15.02,buy_now_pay_later,ap-southeast-1,completed,4.64
e70cc87f-96d7-4afc-99e9-8ab73aeac0e2,CUST-0029,Henry Hill,Indianapolis,2026-03-25,2026-03-25T12:53:44.269604+00:00,2,Eyeshadow Palette with Mirror,Glamour Beauty,beauty,21.12,1,21.12,0,0.0,21.12,gift_card,ap-southeast-1,completed,2.86
8697cc00-6537-4283-987f-737383f118af,CUST-0002,Michael Williams,Houston,2026-03-25,2026-03-25T13:03:42.269604+00:00,38,Rice,Unknown,groceries,6.79,4,27.16,0,0.0,27.16,gift_card,ap-northeast-1,completed,3.18
6ca43cc2-01a4-428c-a0f8-2ab8e3eb7fcd,CUST-0020,Jackson Evans,New York,2026-03-25,2026-03-25T13:08:26.269604+00:00,6,Calvin Klein CK One,Calvin Klein,fragrances,44.86,2,89.72,25,22.43,67.29,debit_card,eu-west-1,cancelled,4.37
1c639168-d736-4d8a-a3c7-3be475a1a660,CUST-0001,Emily Johnson,Phoenix,2026-03-25,2026-03-25T13:37:31.269604+00:00,11,Annibale Colombo Bed,Annibale Colombo,furniture,2067.79,2,4135.58,0,0.0,4135.58,buy_now_pay_later,ap-southeast-1,completed,4.77
e9750677-2ba8-47d7-8c24-f27bf0b41067,CUST-0010,Isabella Anderson,New York,2026-03-25,2026-03-25T13:38:47.269604+00:00,25,Green Bell Pepper,Unknown,groceries,1.44,1,1.44,0,0.0,1.44,paypal,us-east-1,completed,3.25
bbd3808c-20b9-4320-aacf-c11f10e1a1ac,CUST-0008,Ava Taylor,Fort Worth,2026-03-25,2026-03-25T13:51:45.269604+00:00,15,Wooden Bathroom Sink With Mirror,Bath Trends,furniture,862.74,1,862.74,0,0.0,862.74,debit_card,ap-northeast-1,completed,3.59
c4d82bf5-4e60-4320-9754-b499fb54ffba,CUST-0006,Olivia Wilson,Fort Worth,2026-03-25,2026-03-25T13:57:07.269604+00:00,44,Family Tree Photo Frame,Unknown,home-decoration,33.08,4,132.32,5,6.62,125.7,credit_card,eu-west-1,completed,4.53
1ff3e5f0-2a8c-48d6-a511-92d7437250cb,CUST-0008,Ava Taylor,Fort Worth,2026-03-25,2026-03-25T13:57:38.269604+00:00,31,Lemon,Unknown,groceries,0.72,1,0.72,0,0.0,0.72,debit_card,ap-northeast-1,completed,3.53
598f3d4d-ff9f-4de7-9d2f-ae99409566fb,CUST-0011,Liam Garcia,Denver,2026-03-25,2026-03-25T14:09:54.269604+00:00,30,Kiwi,Unknown,groceries,2.59,1,2.59,20,0.52,2.07,buy_now_pay_later,ap-southeast-1,completed,4.93
47813534-4302-4fa9-b53b-9ecfb4bea520,CUST-0030,Addison Wright,San Francisco,2026-03-25,2026-03-25T14:13:06.269604+00:00,25,Green Bell Pepper,Unknown,groceries,1.37,2,2.74,0,0.0,2.74,buy_now_pay_later,us-east-1,completed,3.25
9ea85526-d154-4eaf-bc8a-96ac13490ac5,CUST-0011,Liam Garcia,Denver,2026-03-25,2026-03-25T14:15:25.269604+00:00,21,Cucumber,Unknown,groceries,1.58,1,1.58,0,0.0,1.58,debit_card,ap-southeast-1,completed,4.07
585b5693-8d7e-4c74-89de-ddc809a95a45,CUST-0028,Lily Lee,Phoenix,2026-03-25,2026-03-25T14:24:30.269604+00:00,12,Annibale Colombo Sofa,Annibale Colombo,furniture,2739.33,1,2739.33,0,0.0,2739.33,gift_card,ap-southeast-1,returned,3.92
a95d9e95-a1ba-4b56-aae3-f3b22b794b75,CUST-0015,William Gonzalez,San Jose,2026-03-25,2026-03-25T14:27:55.269604+00:00,40,Strawberry,Unknown,groceries,4.37,3,13.11,15,1.97,11.14,debit_card,us-west-2,completed,3.08
2fa05346-6d33-4244-88ab-4226779a8381,CUST-0030,Addison Wright,San Francisco,2026-03-25,2026-03-25T14:31:43.269604+00:00,34,Nescafe Coffee,Unknown,groceries,7.82,2,15.64,10,1.56,14.08,buy_now_pay_later,us-east-1,completed,4.82
f3bc177d-6f0c-4b10-ab9e-caca8a09a3a8,CUST-0024,Mateo Nguyen,Columbus,2026-03-25,2026-03-25T14:39:00.269604+00:00,23,Eggs,Unknown,groceries,3.44,4,13.76,15,2.06,11.7,credit_card,eu-west-1,cancelled,2.53
50e8e0da-cf63-46d1-a8f8-32892cf48afb,CUST-0009,Ethan Martinez,San Antonio,2026-03-25,2026-03-25T14:39:04.269604+00:00,24,Fish Steak,Unknown,groceries,13.55,1,13.55,10,1.35,12.2,credit_card,ap-northeast-1,completed,3.78
f7f30660-7a04-4ee4-83b5-6aaf67bbe56d,CUST-0018,Logan Torres,Columbus,2026-03-25,2026-03-25T14:44:23.269604+00:00,43,Decoration Swing,Unknown,home-decoration,62.21,1,62.21,0,0.0,62.21,gift_card,eu-west-1,completed,3.16
ee9dc8d5-0ee0-420d-9353-cff1b19b7a4f,CUST-0023,Chloe Morales,Dallas,2026-03-25,2026-03-25T15:04:39.269604+00:00,25,Green Bell Pepper,Unknown,groceries,1.19,3,3.57,25,0.89,2.68,gift_card,ap-southeast-1,completed,3.25
374fe249-095b-44f3-96ac-ab74efae7d20,CUST-0004,James Davis,Seattle,2026-03-25,2026-03-25T15:18:06.269604+00:00,34,Nescafe Coffee,Unknown,groceries,7.81,3,23.43,0,0.0,23.43,debit_card,ap-southeast-1,completed,4.82
f7b9c9dc-1226-4b4e-8299-6fd6788d9fbd,CUST-0029,Henry Hill,Indianapolis,2026-03-25,2026-03-25T15:29:38.269604+00:00,36,Protein Powder,Unknown,groceries,20.46,2,40.92,5,2.05,38.87,credit_card,us-east-1,completed,4.18
b80d9825-aee5-4998-87cd-f9796951b681,CUST-0020,Jackson Evans,New York,2026-03-25,2026-03-25T15:34:18.269604+00:00,16,Apple,Unknown,groceries,1.81,1,1.81,0,0.0,1.81,debit_card,us-east-1,completed,4.19
d1710af6-b974-4338-9b60-4a749335cc55,CUST-0007,Alexander Jones,Indianapolis,2026-03-25,2026-03-25T15:34:25.269604+00:00,21,Cucumber,Unknown,groceries,1.69,5,8.45,15,1.27,7.18,paypal,eu-west-1,completed,4.07
82d6ddbf-5c8c-4c0b-9bd6-edeb81d0654b,CUST-0017,Evelyn Sanchez,San Diego,2026-03-25,2026-03-25T15:39:06.269604+00:00,10,Gucci Bloom Eau de,Gucci,fragrances,70.18,1,70.18,0,0.0,70.18,paypal,eu-west-1,completed,2.74
e0dc548f-2e40-4c44-ab9f-5ce70e9b102f,CUST-0029,Henry Hill,Indianapolis,2026-03-25,2026-03-25T16:11:24.269604+00:00,44,Family Tree Photo Frame,Unknown,home-decoration,31.2,1,31.2,5,1.56,29.64,credit_card,ap-southeast-1,completed,4.53
16ba78b3-9efe-4f18-9cb6-08a7b6057a91,CUST-0029,Henry Hill,Indianapolis,2026-03-25,2026-03-25T16:24:45.269604+00:00,48,Bamboo Spatula,Unknown,kitchen-accessories,9.03,2,18.06,20,3.61,14.45,credit_card,ap-southeast-1,completed,3.27
e71a6f70-4629-4bd6-9a3e-e56879b42963,CUST-0024,Mateo Nguyen,Columbus,2026-03-25,2026-03-25T16:47:17.269604+00:00,32,Milk,Unknown,groceries,3.21,4,12.84,0,0.0,12.84,credit_card,ap-southeast-1,completed,2.61
f1aa4be7-ac57-4408-9350-4cf93a24a4be,CUST-0005,Emma Miller,Jacksonville,2026-03-25,2026-03-25T16:51:00.269604+00:00,28,Ice Cream,Unknown,groceries,6.0,2,12.0,0,0.0,12.0,credit_card,us-west-2,completed,3.39
12a977bf-1f46-4874-a890-c0945e6d184d,CUST-0014,Charlotte Lopez,Columbus,2026-03-25,2026-03-25T17:08:26.269604+00:00,33,Mulberry,Unknown,groceries,4.42,2,8.84,10,0.88,7.96,debit_card,us-west-2,completed,4.95
bdeaf8a5-4519-4048-aa05-582f3fa74041,CUST-0015,William Gonzalez,San Jose,2026-03-25,2026-03-25T17:10:20.269604+00:00,7,Chanel Coco Noir Eau De,Chanel,fragrances,114.27,1,114.27,0,0.0,114.27,credit_card,us-east-1,completed,4.26
2f613b3f-8c0e-4361-a218-9894bab2ad99,CUST-0027,Daniel Cook,Los Angeles,2026-03-25,2026-03-25T17:12:09.269604+00:00,14,Knoll Saarinen Executive Conference Chair,Knoll,furniture,523.18,1,523.18,0,0.0,523.18,debit_card,ap-southeast-1,completed,4.88
4861cde6-2184-41b2-bd1f-90d3fc3191a2,CUST-0005,Emma Miller,Jacksonville,2026-03-25,2026-03-25T17:16:10.269604+00:00,20,Cooking Oil,Unknown,groceries,4.6,1,4.6,15,0.69,3.91,paypal,us-east-1,completed,4.8
4efcad63-8b8f-4941-904e-ce3d1e3f69c6,CUST-0024,Mateo Nguyen,Columbus,2026-03-25,2026-03-25T17:16:45.269604+00:00,44,Family Tree Photo Frame,Unknown,home-decoration,28.85,3,86.55,0,0.0,86.55,debit_card,ap-northeast-1,completed,4.53
78dde4bd-a343-4aa2-84d8-244b9275d123,CUST-0026,Evelyn Gonzalez,Dallas,2026-03-25,2026-03-25T17:19:06.269604+00:00,42,Water,Unknown,groceries,1.13,2,2.26,25,0.56,1.7,debit_card,eu-west-1,cancelled,4.96
4d3d3260-d875-4fdb-acc5-a793f5baf397,CUST-0020,Jackson Evans,New York,2026-03-25,2026-03-25T17:21:01.269604+00:00,32,Milk,Unknown,groceries,3.52,1,3.52,0,0.0,3.52,credit_card,us-west-2,completed,2.61
66e613ed-6674-4cd0-b352-f4135d67c151,CUST-0013,Noah Hernandez,New York,2026-03-25,2026-03-25T17:28:13.269604+00:00,35,Potatoes,Unknown,groceries,2.59,1,2.59,20,0.52,2.07,credit_card,eu-west-1,completed,4.81
e56e22f4-4f7b-4c61-81ce-685c35fb1bd5,CUST-0017,Evelyn Sanchez,San Diego,2026-03-25,2026-03-25T17:32:02.269604+00:00,50,Black Whisk,Unknown,kitchen-accessories,10.14,2,20.28,0,0.0,20.28,credit_card,ap-northeast-1,completed,3.9
5a045141-6ac7-40df-b518-46be8605a186,CUST-0003,Sophia Brown,Washington,2026-03-25,2026-03-25T17:40:57.269604+00:00,42,Water,Unknown,groceries,0.93,2,1.86,15,0.28,1.58,paypal,eu-west-1,completed,4.96
86c35a6f-74d6-4447-bfb7-d28012115cf4,CUST-0027,Daniel Cook,Los Angeles,2026-03-25,2026-03-25T17:45:54.269604+00:00,14,Knoll Saarinen Executive Conference Chair,Knoll,furniture,562.0,1,562.0,5,28.1,533.9,buy_now_pay_later,us-west-2,completed,4.88
550cfb0d-801a-444b-9437-6a82c833cd1b,CUST-0002,Michael Williams,Houston,2026-03-25,2026-03-25T17:57:51.269604+00:00,4,Red Lipstick,Chic Cosmetics,beauty,12.41,1,12.41,5,0.62,11.79,paypal,eu-west-1,completed,4.36
81f8c2d4-7e04-4a09-aa1d-14de084c79bd,CUST-0011,Liam Garcia,Denver,2026-03-25,2026-03-25T18:02:40.269604+00:00,19,Chicken Meat,Unknown,groceries,9.14,1,9.14,25,2.29,6.85,credit_card,ap-northeast-1,returned,3.19
dd536b36-43e6-4c1f-8eac-c825afa12fcd,CUST-0009,Ethan Martinez,San Antonio,2026-03-25,2026-03-25T18:06:02.269604+00:00,23,Eggs,Unknown,groceries,2.94,2,5.88,0,0.0,5.88,credit_card,ap-southeast-1,completed,2.53
9857ca01-55f5-4470-8ef9-243a42f39b3b,CUST-0019,Abigail Rivera,Chicago,2026-03-25,2026-03-25T18:26:10.269604+00:00,24,Fish Steak,Unknown,groceries,15.05,2,30.1,0,0.0,30.1,debit_card,eu-west-1,completed,3.78
ec828790-9bbc-4488-92c5-11867ca59f14,CUST-0021,Madison Collins,Philadelphia,2026-03-25,2026-03-25T18:50:08.269604+00:00,40,Strawberry,Unknown,groceries,4.41,4,17.64,15,2.65,14.99,buy_now_pay_later,us-west-2,cancelled,3.08
259776af-55d7-4a09-b144-9da137ef514b,CUST-0006,Olivia Wilson,Fort Worth,2026-03-25,2026-03-25T18:52:50.269604+00:00,36,Protein Powder,Unknown,groceries,22.14,1,22.14,0,0.0,22.14,debit_card,eu-west-1,cancelled,4.18
08c169ba-6292-496f-9311-6e75e0d07502,CUST-0026,Evelyn Gonzalez,Dallas,2026-03-25,2026-03-25T19:27:19.269604+00:00,41,Tissue Paper Box,Unknown,groceries,2.34,5,11.7,10,1.17,10.53,paypal,ap-southeast-1,completed,2.69
916e3c92-c206-4f85-93b3-35e9c7ed7a9b,CUST-0024,Mateo Nguyen,Columbus,2026-03-25,2026-03-25T19:48:47.269604+00:00,2,Eyeshadow Palette with Mirror,Glamour Beauty,beauty,19.33,1,19.33,0,0.0,19.33,buy_now_pay_later,us-east-1,cancelled,2.86
650f6f22-ed0a-4732-9e4d-10a97362c0a2,CUST-0020,Jackson Evans,New York,2026-03-25,2026-03-25T19:53:51.269604+00:00,8,Dior J'adore,Dior,fragrances,80.62,1,80.62,20,16.12,64.5,gift_card,ap-southeast-1,completed,3.8
951ff583-2bf6-4845-be9e-b1ef01e02798,CUST-0003,Sophia Brown,Washington,2026-03-25,2026-03-25T20:03:31.269604+00:00,6,Calvin Klein CK One,Calvin Klein,fragrances,54.84,1,54.84,15,8.23,46.61,paypal,us-west-2,completed,4.37
